Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Fiji,FJI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,4.17306,NA,3.88289,NA,NA,NA,NA,NA,NA
Fiji,FJI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,105.51958,106.70568,107.80529,NA,105.49171,105.2167,NA,NA,114.20406
Fiji,FJI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,0.99689,1.00161,0.99976,NA,0.97788,0.97785,NA,NA,0.9628
Fiji,FJI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,736,892,844,NA,900,576,NA,NA,NA
Finland,FIN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.50445,6.44505,7.14804,7.12404,7.10237,7.03208,6.85153,6.37621,NA,NA
Finland,FIN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.14784,99.34832,99.90839,99.95288,100.40415,100.25984,100.19064,99.89141,99.93277,NA
Finland,FIN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99344,0.99205,0.9916,0.9924,0.9958,0.99416,0.99556,0.99487,0.9947,NA
Finland,FIN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,4931,4015,2196,2407,1356,2192,2612,4187,4885,NA
Fragile and conflict affected situations,FCS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fragile and conflict affected situations,FCS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,85.48874,88.33539,90.99813,91.32417,90.87056,89.54395,89.53639,89.63415,89.8083,89.73664
Fragile and conflict affected situations,FCS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.87734,0.88759,0.90288,0.90763,0.91183,0.92033,0.91258,0.91037,0.90831,0.90928
Fragile and conflict affected situations,FCS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,25776348,24841483,24664034,25462855,25734985,26730009,26922411,27025311,27622087,27958326
France,FRA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,5.4516,NA,NA
France,FRA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,102.12854,102.45629,102.49238,102.13431,101.0311,101.66452,101.97262,102.10581,102.58856,NA
France,FRA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98803,0.99554,0.99941,0.99729,0.9952,0.99378,0.99451,0.99407,0.99458,NA
France,FRA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,51322,9824,14993,23622,56322,21490,7005,2457,1763,NA
French Polynesia,PYF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,PYF,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,PYF,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,PYF,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.07809,2.98746,3.0134,3.02971,2.66667,NA,NA,NA,NA,NA
Gabon,GAB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,137.68581,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,0.96861,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia, The",GMB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.56322,2.50117,2.63757,1.81839,2.23094,2.16003,2.02443,NA,2.4203,NA
"Gambia, The",GMB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,80.83389,79.40871,83.00192,84.78002,89.10555,93.01692,95.40293,99.07141,102.46346,106.93159
"Gambia, The",GMB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.02645,1.03847,1.04501,1.04389,1.05557,1.06765,1.07557,1.08312,1.0942,1.10831
"Gambia, The",GMB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,92158,95869,89323,92410,95642,78511,74977,68730,65020,54332
Georgia,GEO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,2.57614,1.9061,NA,NA,NA,3.59387,3.57443,3.52106,NA
Georgia,GEO,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,104.11761,104.86582,105.814,105.81874,103.77055,102.83486,100.51843,100.92728,99.22566,99.69997
Georgia,GEO,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.01421,1.01078,0.99133,0.98988,0.99094,1.0015,1.0033,1.01081,1.01153,1.00773
Georgia,GEO,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,6588,3297,1192,1872,738,5946,2277,2434,1998
Germany,DEU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.94368,4.82487,4.95658,4.96111,4.93962,4.83498,4.84022,4.90512,NA,NA
Germany,DEU,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,102.69517,102.11483,101.47709,100.55736,100.35925,101.60096,102.6915,104.1598,104.27981,NA
Germany,DEU,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99432,0.99332,0.99737,0.99459,0.99653,0.99873,1.00026,1.00257,1.00722,NA
Germany,DEU,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,70080,71525,95234,102890,92141,52589,14502,15035,19808,NA
Ghana,GHA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.5406,8.14097,7.91914,4.6071,4.49182,4.51089,4.48683,3.61798,3.98944,NA
Ghana,GHA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,102.477,106.58333,106.06135,104.55587,108.31824,107.39577,106.05085,104.20701,105.57795
Ghana,GHA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,0.99065,0.99808,0.99927,0.99941,0.99964,1.01234,1.0101,1.01216,1.01386
Ghana,GHA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,298913,334382,NA,NA,NA,NA,90704,153986,35432
Gibraltar,GIB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gibraltar,GIB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,100.80882,103.72301,NA,108.93812
Gibraltar,GIB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,0.99394,1.0034,NA,1.02162
Gibraltar,GIB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
Global Partnership for Education,FTI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Global Partnership for Education,FTI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,94.15613,95.85022,97.22672,97.49419,97.68311,96.84179,97.40165,97.38231,97.90129,98.44518
Global Partnership for Education,FTI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.92953,0.9368,0.9474,0.94873,0.94943,0.95317,0.94968,0.94937,0.94606,0.94869
Global Partnership for Education,FTI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,44236571,43347735,43316649,41781652,41209715,43417627,42523863,42804341,42558019,42470609
Greece,GRC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,GRC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,97.35484,97.26552,98.16421,98.04188,97.27929,99.06667,99.06119,99.56859,99.54217,NA
Greece,GRC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97713,0.97973,0.98042,0.98269,0.98818,0.99104,0.99577,1.00029,1.00344,NA
Greece,GRC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,19065,18008,14567,13271,18984,14097,9878,8147,9246,NA
Greenland,GRL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greenland,GRL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greenland,GRL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greenland,GRL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,GRD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,3.1738,NA,NA
Grenada,GRD,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,113.87876,NA,NA,116.66667,117.46416,116.34981,110.70803,108.66678,105.998,NA
Grenada,GRD,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.95628,NA,NA,0.95633,0.98171,0.96442,0.96948,0.95256,0.98459,NA
Grenada,GRD,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,94,NA
Guam,GUM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guam,GUM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guam,GUM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guam,GUM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,GTM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.80306,2.92014,2.95786,2.88809,2.98562,3.03033,2.94474,2.95182,3.14093,3.2122
Guatemala,GTM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,114.28121,112.69492,107.65779,104.50327,101.01464,99.8779,99.12477,99.61362,100.54267,100.72252
Guatemala,GTM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97972,0.984,0.97829,0.97242,0.97053,0.96894,0.96774,0.96986,0.9742,0.97812
Guatemala,GTM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,104773,176041,231566,276594,282536,296224,271393,246375,248887
Guinea,GIN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.55119,2.28742,1.83371,2.63421,2.42281,2.51714,2.54456,2.31765,2.31594,NA
Guinea,GIN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,76.02468,80.25109,81.51326,83.32955,84.98477,NA,82.36128,NA,NA,NA
Guinea,GIN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.82328,0.85185,0.84215,0.84297,0.84614,NA,0.81931,NA,NA,NA
Guinea,GIN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,505386,445635,463108,439667,381963,NA,425413,NA,NA,NA
Guinea-Bissau,GNB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.86082,1.85786,2.00106,2.13249,NA,NA,NA,NA,NA,NA
Guinea-Bissau,GNB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,114.46146,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,GNB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.93111,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,GNB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,64225,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,GUY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.63855,3.59204,3.18242,NA,5.84796,5.21483,6.061,6.23007,5.49358,NA
Guyana,GUY,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,95.02513,97.08761,96.01876,NA,NA,NA,NA,NA,NA,NA
Guyana,GUY,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97027,0.96229,0.96393,NA,NA,NA,NA,NA,NA,NA
Guyana,GUY,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,3765,1800,1732,NA,NA,NA,NA,NA,NA,NA
Haiti,HTI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,3.02452,3.15723,2.44959,2.68945,2.78047,NA
Haiti,HTI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,HTI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,HTI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heavily indebted poor countries (HIPC),HPC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.938960075,3.925139904,4.077355146,4.523084879,NA,NA,NA,NA,NA,NA
Heavily indebted poor countries (HIPC),HPC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,95.03879,95.37742,96.83837,97.31629,98.09436,97.82667,98.31638,98.55029,98.94514,99.56371
Heavily indebted poor countries (HIPC),HPC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.91722,0.92284,0.92752,0.93207,0.93375,0.94174,0.94361,0.94292,0.94062,0.94317
Heavily indebted poor countries (HIPC),HPC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,23356264,22615533,22141144,21408173,21237042,21988967,21659114,21543236,21743595,21554618
High income,HIC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.411450148,5.120269775,4.946400166,5.040480137,5.123250008,NA,NA,NA,NA,NA
High income,HIC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.5363,101.4592,101.33679,101.86107,101.61224,101.53864,101.21674,101.06247,100.95433,101.59504
High income,HIC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99316,0.99853,0.99389,0.99591,0.99732,1.00107,0.99882,0.99668,0.99879,1.00011
High income,HIC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1606175,1902486,1615768,1627495,1560194,1293940,1033621,1171855,1260048,1295773
Honduras,HND,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,5.87493,7.09012,6.41297,NA,NA,6.06746,NA
Honduras,HND,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.68449,99.54605,96.34248,93.43671,91.24583,92.51112,92.37048,91.50589,NA,91.48806
Honduras,HND,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.0005,0.99804,0.99627,0.99137,0.98524,0.99439,0.99548,0.99938,NA,1.00072
Honduras,HND,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,158684,155569,196726,233345,241802,249992,232938,214406,NA,151457
"Hong Kong SAR, China",HKG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.51003,3.41822,3.50961,3.76032,3.57255,3.26212,3.29265,3.3101,3.32652,3.81058
"Hong Kong SAR, China",HKG,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,104.04721,106.634,109.81981,111.23752,109.83429,110.07818,111.15675,112.12076
"Hong Kong SAR, China",HKG,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,1.00234,1.00252,1.00891,1.01762,1.03004,1.04121,1.04478,1.04911
"Hong Kong SAR, China",HKG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,1420,1462,2109,3277,5643,7432,8187,NA
Hungary,HUN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.76121,4.59011,4.16386,4.19773,4.61743,4.51866,4.65539,4.6671,NA,NA
Hungary,HUN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.51965,99.77336,99.4178,99.58442,101.49247,102.15653,101.75031,100.50428,96.40999,NA
Hungary,HUN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99353,0.99531,0.99455,0.99224,0.99306,0.9968,0.99754,0.99419,0.99296,NA
Hungary,HUN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,6536,9545,11670,12385,11716,11069,8646,9986,17172,NA
IBRD only,IBD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IBRD only,IBD,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,105.80953,105.80987,106.68673,108.01081,105.93991,106.03922,109.19618,108.53566,101.66972,102.09774
IBRD only,IBD,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99445,0.99451,0.99725,1.0251,1.02538,1.02592,1.04312,1.0383,0.99951,0.99848
IBRD only,IBD,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,14667526,15482392,13824052,13279190,13526335,12922665,13248781,12950789,13788259,14149037
Iceland,ISL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.97848,6.81823,7.59636,7.49122,7.68858,7.51291,7.49521,7.65822,NA,NA
Iceland,ISL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.63761,98.98411,98.41895,97.78287,97.70069,98.57701,99.48309,100.34877,100.31304,NA
Iceland,ISL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00654,1.00345,1.00409,0.99334,0.99037,0.99904,0.999,0.99995,0.99755,NA
Iceland,ISL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,207,358,524,564,537,408,143,15,19,NA
IDA & IBRD total,IBT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDA & IBRD total,IBT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.82186,102.3561,103.35374,104.14979,102.78987,102.52309,104.69312,104.25189,100.06301,100.47767
IDA & IBRD total,IBT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97232,0.97444,0.97908,0.99798,0.99785,0.9993,1.00871,1.00517,0.97893,0.97914
IDA & IBRD total,IBT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,58882084,58810953,57135388,55557840,55393750,56982260,56345504,56288664,56853451,57110201
IDA blend,IDB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDA blend,IDB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,85.31472,87.35081,89.63985,90.12123,89.81504,87.86445,88.97309,88.67846,89.0916,89.72709
IDA blend,IDB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.90506,0.91996,0.94386,0.94468,0.9417,0.9374,0.92309,0.92673,0.91948,0.92446
IDA blend,IDB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,18067459,18316536,18703195,18035784,17538141,18947587,18295119,18660085,18591066,18567758
IDA only,IDX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDA only,IDX,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,98.12622,99.70683,100.64159,100.26488,100.49779,100.19816,100.46675,100.69142,101.23321,101.59071
IDA only,IDX,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.93818,0.94221,0.9452,0.94817,0.94991,0.95688,0.95783,0.95552,0.95372,0.95556
IDA only,IDX,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,26147099,25012025,24608140,24242866,24329274,25112009,24801604,24677790,24474126,24393406
IDA total,IDA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDA total,IDA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,94.08831,95.8083,97.15948,97.04028,97.09625,96.25733,96.78537,96.83146,97.32112,97.74542
IDA total,IDA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.92904,0.93632,0.94549,0.94775,0.94807,0.95172,0.94779,0.94738,0.94385,0.94657
IDA total,IDA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,44228569,43341837,43325304,42299189,41888508,44078608,43111192,43353515,43081297,42979483
India,IND,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.37769,3.79618,3.8675,3.84467,NA,NA,NA,NA,NA,NA
India,IND,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,110.69512,110.31036,111.97443,117.12038,114.01876,114.78057,123.55514,121.12737,NA,97.81434
India,IND,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.02797,1.03525,1.03883,1.11811,1.11393,1.11618,1.16104,1.14725,NA,1.01958
India,IND,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,4922041,5445603,3838679,2887748,NA,NA,NA,NA,NA,NA
Indonesia,IDN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.81228,3.18944,3.40748,3.35904,3.28801,3.5836,NA,NA,NA,NA
Indonesia,IDN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,110.95218,111.18228,109.11019,106.65439,104.71402,104.40838,103.90809,104.17947,104.58971,NA
Indonesia,IDN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.03271,1.03633,0.9971,0.9966,0.9754,0.97193,0.96915,0.96869,0.96723,NA
Indonesia,IDN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,763385,890102,1141798,1767974,1919777,NA,1778716,1402639,1555014,NA
"Iran, Islamic Rep.",IRN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.70918,3.48497,3.16859,3.06795,2.80135,2.79739,3.36576,3.7904,3.95536,NA
"Iran, Islamic Rep.",IRN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.56544,99.64402,100.40758,115.9077,110.25691,112.2737,115.06075,113.88066,NA,NA
"Iran, Islamic Rep.",IRN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97901,0.97903,0.97984,1.01442,1.05038,1.06232,1.06938,1.05748,NA,NA
"Iran, Islamic Rep.",IRN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,187633,180715,111986,81693,25748,16263,15497,16911,NA,NA
Iraq,IRQ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iraq,IRQ,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iraq,IRQ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iraq,IRQ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,IRL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.03804,5.85826,5.76573,5.33461,4.88139,3.75829,3.71973,3.50686,NA,NA
Ireland,IRL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.27957,103.31994,102.12337,101.76779,101.32018,100.97736,101.04296,100.69429,100.77047,NA
Ireland,IRL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00083,0.99889,1.0001,0.99635,0.99573,0.996,0.99426,0.99693,0.99493,NA
Ireland,IRL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,981,621,294,376,197,263,64,159,10,NA
Isle of Man,IMN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isle of Man,IMN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isle of Man,IMN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isle of Man,IMN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,ISR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.53535,5.56688,5.69981,5.88489,5.79265,5.8673,5.85713,6.09262,NA,NA
Israel,ISR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,105.68418,106.46483,107.07423,105.79141,105.38904,105.98401,105.23885,105.38438,105.15828,NA
Israel,ISR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.0044,1.00479,1.00476,1.00287,1.00386,1.00666,1.00916,1.00901,1.00878,NA
Israel,ISR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,587,570,360,123,798,828,2754,2210,2791,NA
Italy,ITA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.33412,4.11568,4.05602,4.14367,4.06128,4.07363,3.81579,4.04494,NA,NA
Italy,ITA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,102.48697,101.89836,100.88141,101.64369,100.89376,100.16474,99.42758,100.28256,99.52189,NA
Italy,ITA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99047,0.98856,0.99215,0.99517,0.99506,0.99571,1.00004,0.96999,0.96739,NA
